,Date,Year,Month,Zone,PD_PM10,Max_PM10,Min_PM10,Indice_PM10,Clase_PM10,PD_PM25,Max_PM25,Min_PM25,Indice_PM25,Clase_PM25
535,2020-03-23,2020,3,NO,42.0,99.0,2.0,52.441,Regular,17.4,34.0,1.0,21.75,Buena
536,2020-03-23,2020,3,SE,57.0,120.0,12.0,74.059,Regular,23.2,44.0,8.0,29.0,Buena
537,2020-03-23,2020,3,SO,30.0,74.0,10.0,37.5,Buena,14.7,31.0,2.0,18.375,Buena
538,2020-03-24,2020,3,CE,41.0,79.0,17.0,51.0,Regular,21.7,43.0,7.0,27.125,Buena
539,2020-03-24,2020,3,NE,57.0,118.0,26.0,74.059,Regular,26.0,63.0,4.0,32.5,Buena
540,2020-03-24,2020,3,NO,44.0,118.0,7.0,55.324,Regular,17.5,42.0,2.0,21.875,Buena
541,2020-03-24,2020,3,SE,57.0,113.0,13.0,74.059,Regular,27.2,57.0,5.0,34.0,Buena
542,2020-03-24,2020,3,SO,32.0,68.0,9.0,40.0,Buena,15.1,53.0,2.0,18.875,Buena
543,2020-03-25,2020,3,CE,42.0,69.0,12.0,52.441,Regular,20.9,43.0,5.0,26.125,Buena
544,2020-03-25,2020,3,NE,67.0,119.0,22.0,88.471,Regular,24.6,43.0,7.0,30.75,Buena
545,2020-03-25,2020,3,NO,51.0,119.0,14.0,65.41199999999999,Regular,19.9,40.0,1.0,24.875,Buena
546,2020-03-25,2020,3,SE,65.0,127.0,14.0,85.588,Regular,26.7,57.0,8.0,33.375,Buena
547,2020-03-25,2020,3,SO,36.0,77.0,5.0,45.0,Buena,19.6,58.0,1.0,24.5,Buena
548,2020-03-26,2020,3,CE,48.0,72.0,25.0,61.088,Regular,27.1,40.0,13.0,33.875,Buena
549,2020-03-26,2020,3,NE,70.0,122.0,24.0,92.794,Regular,29.7,51.0,13.0,37.125,Buena
550,2020-03-26,2020,3,NO,55.0,106.0,7.0,71.176,Regular,26.7,50.0,11.0,33.375,Buena
551,2020-03-26,2020,3,SE,61.0,104.0,12.0,79.824,Regular,27.8,56.0,10.0,34.75,Buena
552,2020-03-26,2020,3,SO,48.0,88.0,13.0,61.088,Regular,22.5,51.0,5.0,28.125,Buena
553,2020-03-27,2020,3,CE,45.0,106.0,18.0,56.765,Regular,20.5,38.0,7.0,25.625,Buena
554,2020-03-27,2020,3,NE,78.0,133.0,38.0,101.71,Mala,25.4,67.0,9.0,31.75,Buena
555,2020-03-27,2020,3,NO,58.0,121.0,9.0,75.5,Regular,26.7,51.0,9.0,33.375,Buena
556,2020-03-27,2020,3,SE,62.0,125.0,26.0,81.265,Regular,22.7,62.0,8.0,28.375,Buena
557,2020-03-27,2020,3,SO,35.0,81.0,6.0,43.75,Buena,17.8,49.0,2.0,22.25,Buena
558,2020-03-28,2020,3,CE,52.0,98.0,20.0,66.85300000000001,Regular,27.1,56.0,6.0,33.875,Buena
559,2020-03-28,2020,3,NE,65.0,122.0,14.0,85.588,Regular,27.4,56.0,12.0,34.25,Buena
560,2020-03-28,2020,3,NO,56.0,125.0,16.0,72.618,Regular,23.6,55.0,3.0,29.5,Buena
561,2020-03-28,2020,3,SE,68.0,129.0,22.0,89.912,Regular,31.4,69.0,13.0,39.25,Buena
562,2020-03-28,2020,3,SO,42.0,86.0,18.0,52.441,Regular,21.5,44.0,3.0,26.875,Buena
563,2020-03-29,2020,3,CE,54.0,81.0,33.0,69.735,Regular,30.3,50.0,17.0,37.875,Buena
564,2020-03-29,2020,3,NE,58.0,128.0,1.0,75.5,Regular,32.9,59.0,19.0,41.125,Buena
565,2020-03-29,2020,3,NO,51.0,110.0,7.0,65.41199999999999,Regular,27.2,60.0,1.0,34.0,Buena
566,2020-03-29,2020,3,SE,65.0,115.0,36.0,85.588,Regular,33.5,67.0,17.0,41.875,Buena
567,2020-03-29,2020,3,SO,47.0,86.0,22.0,59.647,Regular,25.5,52.0,7.0,31.875,Buena
568,2020-03-30,2020,3,CE,60.0,102.0,32.0,78.382,Regular,30.4,48.0,11.0,38.0,Buena
569,2020-03-30,2020,3,NE,63.0,127.0,14.0,82.706,Regular,31.0,57.0,9.0,38.75,Buena
570,2020-03-30,2020,3,NO,54.0,119.0,19.0,69.735,Regular,27.6,52.0,2.0,34.5,Buena
571,2020-03-30,2020,3,SE,63.0,99.0,24.0,82.706,Regular,33.6,56.0,7.0,42.0,Buena
572,2020-03-30,2020,3,SO,50.0,82.0,22.0,63.971000000000004,Regular,25.3,46.0,14.0,31.625,Buena
573,2020-03-31,2020,3,CE,54.0,110.0,28.0,69.735,Regular,21.7,38.0,12.0,27.125,Buena
574,2020-03-31,2020,3,NE,61.0,112.0,24.0,79.824,Regular,24.2,46.0,8.0,30.25,Buena
575,2020-03-31,2020,3,NO,54.0,122.0,6.0,69.735,Regular,23.9,55.0,1.0,29.875,Buena
576,2020-03-31,2020,3,SE,62.0,106.0,2.0,81.265,Regular,24.6,57.0,12.0,30.75,Buena
577,2020-03-31,2020,3,SO,43.0,87.0,17.0,53.882,Regular,18.8,45.0,7.0,23.5,Buena
578,2020-04-01,2020,4,CE,51.0,114.0,15.0,65.41199999999999,Regular,25.3,54.0,3.0,31.625,Buena
579,2020-04-01,2020,4,NE,66.0,127.0,12.0,87.029,Regular,31.0,60.0,11.0,38.75,Buena
580,2020-04-01,2020,4,NO,49.0,101.0,14.0,62.528999999999996,Regular,28.1,54.0,8.0,35.125,Buena
581,2020-04-01,2020,4,SE,62.0,118.0,30.0,81.265,Regular,31.8,65.0,8.0,39.75,Buena
582,2020-04-01,2020,4,SO,41.0,87.0,7.0,51.0,Regular,21.5,60.0,1.0,26.875,Buena
583,2020-04-02,2020,4,CE,22.0,60.0,4.0,27.5,Buena,5.8,37.0,1.0,7.25,Buena
584,2020-04-02,2020,4,NE,30.0,82.0,4.0,37.5,Buena,10.1,27.0,1.0,12.625,Buena
585,2020-04-02,2020,4,NO,28.0,99.0,2.0,35.0,Buena,12.8,34.0,3.0,16.0,Buena
586,2020-04-02,2020,4,SE,21.0,50.0,7.0,26.25,Buena,6.9,14.0,3.0,8.625,Buena
587,2020-04-02,2020,4,SO,12.0,33.0,2.0,15.0,Buena,6.7,46.0,1.0,8.375,Buena
588,2020-04-03,2020,4,CE,36.0,77.0,4.0,45.0,Buena,12.6,24.0,2.0,15.75,Buena
589,2020-04-03,2020,4,NE,44.0,108.0,18.0,55.324,Regular,15.9,60.0,2.0,19.875,Buena
590,2020-04-03,2020,4,NO,42.0,117.0,6.0,52.441,Regular,15.2,35.0,2.0,19.0,Buena
591,2020-04-03,2020,4,SE,43.0,75.0,12.0,53.882,Regular,14.3,28.0,4.0,17.875,Buena
592,2020-04-03,2020,4,SO,27.0,71.0,5.0,33.75,Buena,10.7,24.0,2.0,13.375,Buena
593,2020-04-04,2020,4,CE,32.0,57.0,5.0,40.0,Buena,19.4,37.0,4.0,24.25,Buena
594,2020-04-04,2020,4,NE,37.0,73.0,4.0,46.25,Buena,21.3,46.0,1.0,26.625,Buena
595,2020-04-04,2020,4,NO,40.0,121.0,2.0,50.0,Buena,23.5,60.0,9.0,29.375,Buena
596,2020-04-04,2020,4,SE,38.0,90.0,9.0,47.5,Buena,23.0,50.0,4.0,28.75,Buena
597,2020-04-04,2020,4,SO,25.0,66.0,2.0,31.25,Buena,15.6,43.0,3.0,19.5,Buena
598,2020-04-05,2020,4,CE,31.0,74.0,9.0,38.75,Buena,15.9,39.0,5.0,19.875,Buena
599,2020-04-05,2020,4,NE,45.0,101.0,20.0,56.765,Regular,16.1,45.0,1.0,20.125,Buena
600,2020-04-05,2020,4,NO,33.0,107.0,4.0,41.25,Buena,14.9,38.0,1.0,18.625,Buena
601,2020-04-05,2020,4,SE,37.0,78.0,2.0,46.25,Buena,16.9,35.0,1.0,21.125,Buena
602,2020-04-05,2020,4,SO,26.0,80.0,7.0,32.5,Buena,14.9,55.0,3.0,18.625,Buena
603,2020-04-06,2020,4,CE,30.0,69.0,5.0,37.5,Buena,13.3,25.0,3.0,16.625,Buena
604,2020-04-06,2020,4,NE,32.0,82.0,8.0,40.0,Buena,9.0,33.0,1.0,11.25,Buena
605,2020-04-06,2020,4,NO,26.0,92.0,1.0,32.5,Buena,11.9,27.0,1.0,14.875,Buena
606,2020-04-06,2020,4,SE,28.0,44.0,15.0,35.0,Buena,9.9,21.0,2.0,12.375,Buena
607,2020-04-06,2020,4,SO,21.0,50.0,4.0,26.25,Buena,9.6,23.0,1.0,12.0,Buena
608,2020-04-07,2020,4,CE,27.0,56.0,8.0,33.75,Buena,16.5,38.0,1.0,20.625,Buena
609,2020-04-07,2020,4,NE,34.0,80.0,7.0,42.5,Buena,19.0,52.0,8.0,23.75,Buena
610,2020-04-07,2020,4,NO,33.0,94.0,4.0,41.25,Buena,21.0,45.0,1.0,26.25,Buena
611,2020-04-07,2020,4,SE,29.0,55.0,5.0,36.25,Buena,15.8,38.0,3.0,19.75,Buena
612,2020-04-07,2020,4,SO,27.0,71.0,4.0,33.75,Buena,15.8,36.0,4.0,19.75,Buena
613,2020-04-08,2020,4,CE,28.0,53.0,9.0,35.0,Buena,23.9,39.0,4.0,29.875,Buena
614,2020-04-08,2020,4,NE,25.0,51.0,7.0,31.25,Buena,18.2,39.0,1.0,22.75,Buena
615,2020-04-08,2020,4,NO,29.0,58.0,3.0,36.25,Buena,19.7,32.0,4.0,24.625,Buena
616,2020-04-08,2020,4,SE,33.0,55.0,14.0,41.25,Buena,21.5,48.0,5.0,26.875,Buena
617,2020-04-08,2020,4,SO,23.0,52.0,7.0,28.75,Buena,17.6,41.0,4.0,22.0,Buena
618,2020-04-09,2020,4,CE,14.0,24.0,6.0,17.5,Buena,6.0,15.0,1.0,7.5,Buena
619,2020-04-09,2020,4,NE,23.0,94.0,3.0,28.75,Buena,6.4,34.0,1.0,8.0,Buena
620,2020-04-09,2020,4,NO,23.0,76.0,3.0,28.75,Buena,5.7,10.0,1.0,7.125,Buena
621,2020-04-09,2020,4,SO,14.0,35.0,2.0,17.5,Buena,5.2,12.0,1.0,6.5,Buena
622,2020-04-10,2020,4,CE,24.0,40.0,14.0,30.0,Buena,14.9,29.0,3.0,18.625,Buena
623,2020-04-10,2020,4,NE,29.0,63.0,3.0,36.25,Buena,14.0,27.0,2.0,17.5,Buena
624,2020-04-10,2020,4,NO,26.0,67.0,5.0,32.5,Buena,14.0,26.0,4.0,17.5,Buena
625,2020-04-10,2020,4,SE,28.0,42.0,15.0,35.0,Buena,14.3,26.0,4.0,17.875,Buena
626,2020-04-10,2020,4,SO,25.0,49.0,8.0,31.25,Buena,14.1,27.0,3.0,17.625,Buena
627,2020-04-11,2020,4,CE,45.0,87.0,17.0,56.765,Regular,24.6,59.0,1.0,30.75,Buena
628,2020-04-11,2020,4,NE,46.0,108.0,6.0,58.206,Regular,20.4,57.0,6.0,25.5,Buena
629,2020-04-11,2020,4,NO,35.0,73.0,4.0,43.75,Buena,23.6,49.0,11.0,29.5,Buena
630,2020-04-11,2020,4,SE,48.0,91.0,10.0,61.088,Regular,20.0,44.0,9.0,25.0,Buena
631,2020-04-11,2020,4,SO,32.0,65.0,4.0,40.0,Buena,17.3,44.0,1.0,21.625,Buena
632,2020-04-13,2020,4,CE,45.0,77.0,21.0,56.765,Regular,26.7,49.0,8.0,33.375,Buena
633,2020-04-13,2020,4,NE,60.0,121.0,14.0,78.382,Regular,28.7,59.0,13.0,35.875,Buena
634,2020-04-13,2020,4,NO,48.0,125.0,8.0,61.088,Regular,21.9,48.0,10.0,27.375,Buena
635,2020-04-13,2020,4,SE,55.0,97.0,1.0,71.176,Regular,28.5,46.0,14.0,35.625,Buena
636,2020-04-13,2020,4,SO,30.0,73.0,11.0,37.5,Buena,20.2,43.0,5.0,25.25,Buena
637,2020-04-14,2020,4,CE,52.0,100.0,18.0,66.85300000000001,Regular,27.5,53.0,11.0,34.375,Buena
638,2020-04-14,2020,4,NE,66.0,109.0,29.0,87.029,Regular,29.9,58.0,12.0,37.375,Buena
639,2020-04-14,2020,4,NO,56.0,125.0,15.0,72.618,Regular,27.4,59.0,11.0,34.25,Buena
640,2020-04-14,2020,4,SE,58.0,119.0,33.0,75.5,Regular,29.7,59.0,11.0,37.125,Buena
641,2020-04-14,2020,4,SO,44.0,84.0,18.0,55.324,Regular,25.5,59.0,8.0,31.875,Buena
642,2020-04-15,2020,4,CE,57.0,92.0,11.0,74.059,Regular,34.2,52.0,9.0,42.75,Buena
643,2020-04-15,2020,4,NE,66.0,113.0,12.0,87.029,Regular,38.2,66.0,18.0,47.75,Buena
644,2020-04-15,2020,4,NO,59.0,101.0,10.0,76.941,Regular,34.9,62.0,11.0,43.625,Buena
645,2020-04-15,2020,4,SE,63.0,129.0,14.0,82.706,Regular,35.6,63.0,18.0,44.5,Buena
646,2020-04-15,2020,4,SO,45.0,83.0,10.0,56.765,Regular,30.2,53.0,9.0,37.75,Buena
647,2020-04-16,2020,4,CE,54.0,103.0,25.0,69.735,Regular,32.4,52.0,21.0,40.5,Buena
648,2020-04-16,2020,4,NE,54.0,104.0,15.0,69.735,Regular,31.7,67.0,11.0,39.625,Buena
649,2020-04-16,2020,4,NO,56.0,124.0,21.0,72.618,Regular,30.1,48.0,10.0,37.625,Buena
650,2020-04-16,2020,4,SE,57.0,99.0,27.0,74.059,Regular,29.2,58.0,17.0,36.5,Buena
651,2020-04-16,2020,4,SO,50.0,87.0,19.0,63.971000000000004,Regular,30.0,51.0,15.0,37.5,Buena
652,2020-04-17,2020,4,CE,53.0,87.0,28.0,68.294,Regular,31.7,47.0,21.0,39.625,Buena
653,2020-04-17,2020,4,NE,52.0,131.0,10.0,66.85300000000001,Regular,31.7,65.0,12.0,39.625,Buena
654,2020-04-17,2020,4,NO,49.0,108.0,3.0,62.528999999999996,Regular,28.4,46.0,10.0,35.5,Buena
655,2020-04-17,2020,4,SE,63.0,124.0,13.0,82.706,Regular,33.3,56.0,9.0,41.625,Buena
656,2020-04-17,2020,4,SO,47.0,84.0,18.0,59.647,Regular,30.1,53.0,12.0,37.625,Buena
657,2020-04-18,2020,4,CE,54.0,86.0,33.0,69.735,Regular,35.3,58.0,23.0,44.125,Buena
658,2020-04-18,2020,4,NE,59.0,113.0,17.0,76.941,Regular,32.1,53.0,9.0,40.125,Buena
659,2020-04-18,2020,4,NO,50.0,105.0,9.0,63.971000000000004,Regular,30.5,50.0,10.0,38.125,Buena
660,2020-04-18,2020,4,SE,55.0,89.0,18.0,71.176,Regular,36.8,68.0,16.0,46.0,Buena
661,2020-04-18,2020,4,SO,48.0,83.0,27.0,61.088,Regular,32.3,59.0,16.0,40.375,Buena
662,2020-04-19,2020,4,CE,57.0,84.0,31.0,74.059,Regular,39.6,55.0,21.0,49.5,Buena
663,2020-04-19,2020,4,NE,65.0,113.0,26.0,85.588,Regular,39.8,59.0,21.0,49.75,Buena
664,2020-04-19,2020,4,NO,50.0,121.0,1.0,63.971000000000004,Regular,30.2,48.0,7.0,37.75,Buena
665,2020-04-19,2020,4,SE,62.0,113.0,11.0,81.265,Regular,42.8,66.0,26.0,53.593999999999994,Regular
666,2020-04-19,2020,4,SO,50.0,88.0,31.0,63.971000000000004,Regular,36.9,57.0,19.0,46.125,Buena
667,2020-04-20,2020,4,CE,49.0,97.0,28.0,62.528999999999996,Regular,26.8,44.0,11.0,33.5,Buena
668,2020-04-20,2020,4,NE,57.0,109.0,1.0,74.059,Regular,30.9,56.0,6.0,38.625,Buena
669,2020-04-20,2020,4,NO,47.0,100.0,7.0,59.647,Regular,22.8,42.0,4.0,28.5,Buena
670,2020-04-20,2020,4,SE,56.0,103.0,8.0,72.618,Regular,34.1,55.0,6.0,42.625,Buena
671,2020-04-20,2020,4,SO,40.0,70.0,19.0,50.0,Buena,26.6,49.0,12.0,33.25,Buena
672,2020-04-21,2020,4,CE,59.0,112.0,15.0,76.941,Regular,26.0,41.0,13.0,32.5,Buena
673,2020-04-21,2020,4,NE,54.0,102.0,5.0,69.735,Regular,30.6,60.0,7.0,38.25,Buena
674,2020-04-21,2020,4,NO,56.0,124.0,3.0,72.618,Regular,24.4,53.0,3.0,30.5,Buena
675,2020-04-21,2020,4,SE,67.0,131.0,1.0,88.471,Regular,29.0,48.0,7.0,36.25,Buena
676,2020-04-21,2020,4,SO,44.0,85.0,6.0,55.324,Regular,21.1,42.0,4.0,26.375,Buena
677,2020-04-22,2020,4,CE,37.0,71.0,3.0,46.25,Buena,24.0,45.0,6.0,30.0,Buena
678,2020-04-22,2020,4,NE,49.0,114.0,8.0,62.528999999999996,Regular,25.3,52.0,6.0,31.625,Buena
679,2020-04-22,2020,4,NO,36.0,98.0,1.0,45.0,Buena,19.9,42.0,5.0,24.875,Buena
680,2020-04-22,2020,4,SE,44.0,75.0,5.0,55.324,Regular,25.1,43.0,2.0,31.375,Buena
681,2020-04-22,2020,4,SO,33.0,79.0,4.0,41.25,Buena,21.3,52.0,7.0,26.625,Buena
682,2020-04-23,2020,4,CE,35.0,70.0,8.0,43.75,Buena,20.5,36.0,10.0,25.625,Buena
683,2020-04-23,2020,4,NE,50.0,118.0,7.0,63.971000000000004,Regular,23.6,52.0,3.0,29.5,Buena
684,2020-04-23,2020,4,NO,38.0,107.0,2.0,47.5,Buena,19.2,40.0,1.0,24.0,Buena
685,2020-04-23,2020,4,SE,45.0,97.0,8.0,56.765,Regular,23.2,40.0,5.0,29.0,Buena
686,2020-04-23,2020,4,SO,30.0,61.0,12.0,37.5,Buena,19.7,40.0,4.0,24.625,Buena
687,2020-04-24,2020,4,CE,43.0,75.0,19.0,53.882,Regular,28.5,48.0,8.0,35.625,Buena
688,2020-04-24,2020,4,NE,58.0,113.0,2.0,75.5,Regular,32.7,56.0,12.0,40.875,Buena
689,2020-04-24,2020,4,NO,46.0,104.0,2.0,58.206,Regular,25.8,45.0,7.0,32.25,Buena
690,2020-04-24,2020,4,SE,53.0,106.0,9.0,68.294,Regular,32.7,56.0,17.0,40.875,Buena
691,2020-04-24,2020,4,SO,38.0,79.0,18.0,47.5,Buena,25.2,48.0,7.0,31.5,Buena
692,2020-04-25,2020,4,CE,40.0,74.0,16.0,50.0,Buena,24.9,46.0,5.0,31.125,Buena
693,2020-04-25,2020,4,NE,53.0,121.0,3.0,68.294,Regular,27.1,53.0,4.0,33.875,Buena
694,2020-04-25,2020,4,NO,42.0,95.0,7.0,52.441,Regular,26.3,53.0,6.0,32.875,Buena
695,2020-04-25,2020,4,SE,51.0,131.0,2.0,65.41199999999999,Regular,28.1,44.0,13.0,35.125,Buena
696,2020-04-25,2020,4,SO,38.0,83.0,16.0,47.5,Buena,23.9,53.0,7.0,29.875,Buena
697,2020-04-26,2020,4,CE,26.0,44.0,9.0,32.5,Buena,17.2,29.0,5.0,21.5,Buena
698,2020-04-26,2020,4,NE,29.0,73.0,2.0,36.25,Buena,15.7,37.0,1.0,19.625,Buena
699,2020-04-26,2020,4,NO,27.0,63.0,1.0,33.75,Buena,15.5,39.0,1.0,19.375,Buena
700,2020-04-26,2020,4,SE,34.0,140.0,11.0,42.5,Buena,19.5,46.0,3.0,24.375,Buena
701,2020-04-26,2020,4,SO,30.0,53.0,5.0,37.5,Buena,19.0,38.0,4.0,23.75,Buena
702,2020-04-27,2020,4,CE,25.0,55.0,8.0,31.25,Buena,13.1,30.0,4.0,16.375,Buena
703,2020-04-27,2020,4,NE,34.0,130.0,2.0,42.5,Buena,14.7,38.0,6.0,18.375,Buena
704,2020-04-27,2020,4,NO,28.0,123.0,2.0,35.0,Buena,12.6,33.0,1.0,15.75,Buena
705,2020-04-27,2020,4,SE,30.0,44.0,14.0,37.5,Buena,13.8,39.0,1.0,17.25,Buena
706,2020-04-27,2020,4,SO,23.0,57.0,6.0,28.75,Buena,11.3,32.0,1.0,14.125,Buena
707,2020-04-28,2020,4,CE,33.0,70.0,11.0,41.25,Buena,18.1,42.0,3.0,22.625,Buena
708,2020-04-28,2020,4,NE,46.0,122.0,1.0,58.206,Regular,20.1,46.0,2.0,25.125,Buena
709,2020-04-28,2020,4,NO,40.0,96.0,10.0,50.0,Buena,17.9,40.0,2.0,22.375,Buena
710,2020-04-28,2020,4,SE,45.0,139.0,6.0,56.765,Regular,21.2,41.0,6.0,26.5,Buena
711,2020-04-28,2020,4,SO,29.0,56.0,4.0,36.25,Buena,16.3,33.0,1.0,20.375,Buena
712,2020-04-29,2020,4,CE,37.0,80.0,19.0,46.25,Buena,19.9,36.0,6.0,24.875,Buena
713,2020-04-29,2020,4,NE,47.0,88.0,9.0,59.647,Regular,21.7,41.0,1.0,27.125,Buena
714,2020-04-29,2020,4,NO,37.0,117.0,10.0,46.25,Buena,18.2,40.0,1.0,22.75,Buena
715,2020-04-29,2020,4,SE,42.0,139.0,15.0,52.441,Regular,20.6,42.0,6.0,25.75,Buena
716,2020-04-29,2020,4,SO,27.0,74.0,1.0,33.75,Buena,14.6,32.0,1.0,18.25,Buena
717,2020-04-30,2020,4,CE,25.0,61.0,3.0,31.25,Buena,12.0,24.0,1.0,15.0,Buena
718,2020-04-30,2020,4,NE,35.0,93.0,5.0,43.75,Buena,14.3,36.0,2.0,17.875,Buena
719,2020-04-30,2020,4,NO,26.0,118.0,1.0,32.5,Buena,11.7,33.0,1.0,14.625,Buena
720,2020-04-30,2020,4,SE,24.0,42.0,8.0,30.0,Buena,14.1,37.0,1.0,17.625,Buena
721,2020-04-30,2020,4,SO,25.0,77.0,5.0,31.25,Buena,12.2,30.0,1.0,15.25,Buena
722,2020-05-01,2020,5,CE,40.0,90.0,20.0,50.0,Buena,24.0,46.0,4.0,30.0,Buena
723,2020-05-01,2020,5,NE,57.0,133.0,8.0,74.059,Regular,25.8,67.0,6.0,32.25,Buena
724,2020-05-01,2020,5,NO,36.0,99.0,5.0,45.0,Buena,18.7,35.0,11.0,23.375,Buena
725,2020-05-01,2020,5,SE,49.0,107.0,7.0,62.528999999999996,Regular,27.0,54.0,3.0,33.75,Buena
726,2020-05-01,2020,5,SO,30.0,66.0,7.0,37.5,Buena,17.4,33.0,1.0,21.75,Buena
727,2020-05-02,2020,5,NE,31.0,114.0,4.0,38.75,Buena,8.2,25.0,1.0,10.25,Buena
728,2020-05-02,2020,5,NO,20.0,85.0,2.0,25.0,Buena,8.8,27.0,3.0,11.0,Buena
729,2020-05-02,2020,5,SE,14.0,39.0,2.0,17.5,Buena,5.6,13.0,1.0,7.0,Buena
730,2020-05-02,2020,5,SO,17.0,38.0,2.0,21.25,Buena,5.7,18.0,1.0,7.125,Buena
731,2020-05-03,2020,5,CE,56.0,104.0,32.0,72.618,Regular,22.6,43.0,2.0,28.25,Buena
732,2020-05-03,2020,5,NE,65.0,119.0,34.0,85.588,Regular,24.6,53.0,3.0,30.75,Buena
733,2020-05-03,2020,5,NO,64.0,117.0,28.0,84.147,Regular,26.3,50.0,9.0,32.875,Buena
734,2020-05-03,2020,5,SE,68.0,118.0,37.0,89.912,Regular,26.2,52.0,10.0,32.75,Buena
735,2020-05-03,2020,5,SO,47.0,86.0,15.0,59.647,Regular,19.2,50.0,5.0,24.0,Buena
736,2020-05-04,2020,5,CE,31.0,47.0,13.0,38.75,Buena,17.6,28.0,8.0,22.0,Buena
737,2020-05-04,2020,5,NE,33.0,55.0,2.0,41.25,Buena,19.5,43.0,2.0,24.375,Buena
738,2020-05-04,2020,5,NO,34.0,106.0,1.0,42.5,Buena,18.8,31.0,2.0,23.5,Buena
739,2020-05-04,2020,5,SE,32.0,90.0,8.0,40.0,Buena,19.0,30.0,10.0,23.75,Buena
740,2020-05-04,2020,5,SO,30.0,56.0,10.0,37.5,Buena,17.0,35.0,4.0,21.25,Buena
741,2020-05-05,2020,5,CE,34.0,75.0,5.0,42.5,Buena,16.9,31.0,3.0,21.125,Buena
742,2020-05-05,2020,5,NE,39.0,77.0,4.0,48.75,Buena,18.0,35.0,1.0,22.5,Buena
743,2020-05-05,2020,5,NO,43.0,121.0,3.0,53.882,Regular,15.9,42.0,3.0,19.875,Buena
744,2020-05-05,2020,5,SE,39.0,62.0,11.0,48.75,Buena,20.7,35.0,3.0,25.875,Buena
745,2020-05-05,2020,5,SO,28.0,62.0,5.0,35.0,Buena,17.0,44.0,3.0,21.25,Buena
746,2020-05-06,2020,5,CE,26.0,61.0,8.0,32.5,Buena,13.1,28.0,3.0,16.375,Buena
747,2020-05-06,2020,5,NE,36.0,91.0,8.0,45.0,Buena,12.5,37.0,2.0,15.625,Buena
748,2020-05-06,2020,5,NO,26.0,80.0,1.0,32.5,Buena,12.5,49.0,1.0,15.625,Buena
749,2020-05-06,2020,5,SE,28.0,39.0,17.0,35.0,Buena,13.4,26.0,4.0,16.75,Buena
750,2020-05-06,2020,5,SO,23.0,44.0,4.0,28.75,Buena,11.6,25.0,1.0,14.5,Buena
751,2020-05-07,2020,5,CE,25.0,85.0,3.0,31.25,Buena,17.5,60.0,1.0,21.875,Buena
752,2020-05-07,2020,5,NE,40.0,94.0,10.0,50.0,Buena,18.3,50.0,2.0,22.875,Buena
753,2020-05-07,2020,5,NO,27.0,93.0,1.0,33.75,Buena,18.6,61.0,1.0,23.25,Buena
754,2020-05-07,2020,5,SE,25.0,57.0,9.0,31.25,Buena,13.4,30.0,5.0,16.75,Buena
755,2020-05-07,2020,5,SO,19.0,55.0,2.0,23.75,Buena,11.7,35.0,1.0,14.625,Buena
756,2020-05-08,2020,5,NE,25.0,105.0,1.0,31.25,Buena,10.9,24.0,1.0,13.625,Buena
757,2020-05-08,2020,5,NO,25.0,56.0,4.0,31.25,Buena,13.7,38.0,2.0,17.125,Buena
758,2020-05-08,2020,5,SE,24.0,32.0,13.0,30.0,Buena,11.7,23.0,2.0,14.625,Buena
759,2020-05-08,2020,5,SO,20.0,47.0,7.0,25.0,Buena,12.4,34.0,1.0,15.5,Buena
760,2020-05-09,2020,5,CE,16.0,28.0,3.0,20.0,Buena,8.2,20.0,1.0,10.25,Buena
761,2020-05-09,2020,5,NE,19.0,60.0,1.0,23.75,Buena,8.0,28.0,1.0,10.0,Buena
762,2020-05-09,2020,5,NO,18.0,40.0,3.0,22.5,Buena,7.6,11.0,3.0,9.5,Buena
763,2020-05-09,2020,5,SE,20.0,33.0,13.0,25.0,Buena,9.5,22.0,1.0,11.875,Buena
764,2020-05-09,2020,5,SO,11.0,25.0,2.0,13.75,Buena,7.0,16.0,1.0,8.75,Buena
765,2020-05-10,2020,5,CE,37.0,68.0,17.0,46.25,Buena,18.0,32.0,5.0,22.5,Buena
766,2020-05-10,2020,5,NE,42.0,129.0,11.0,52.441,Regular,16.2,26.0,8.0,20.25,Buena
767,2020-05-10,2020,5,NO,35.0,120.0,1.0,43.75,Buena,19.0,36.0,3.0,23.75,Buena
768,2020-05-10,2020,5,SE,41.0,69.0,18.0,51.0,Regular,16.6,34.0,6.0,20.75,Buena
769,2020-05-10,2020,5,SO,28.0,65.0,7.0,35.0,Buena,14.4,32.0,3.0,18.0,Buena
770,2020-05-11,2020,5,CE,48.0,88.0,23.0,61.088,Regular,26.0,54.0,9.0,32.5,Buena
771,2020-05-11,2020,5,NE,50.0,103.0,14.0,63.971000000000004,Regular,18.9,45.0,1.0,23.625,Buena
772,2020-05-11,2020,5,NO,39.0,113.0,13.0,48.75,Buena,27.2,55.0,10.0,34.0,Buena
773,2020-05-11,2020,5,SE,56.0,112.0,17.0,72.618,Regular,24.7,55.0,7.0,30.875,Buena
774,2020-05-11,2020,5,SO,36.0,82.0,3.0,45.0,Buena,20.2,57.0,1.0,25.25,Buena
775,2020-05-13,2020,5,CE,37.0,63.0,20.0,46.25,Buena,27.6,45.0,12.0,34.5,Buena
776,2020-05-13,2020,5,NE,58.0,120.0,25.0,75.5,Regular,35.2,65.0,18.0,44.0,Buena
