,Date,Year,Month,Zone,PD_PM10,Max_PM10,Min_PM10,Indice_PM10,Clase_PM10,PD_PM25,Max_PM25,Min_PM25,Indice_PM25,Clase_PM25
293,2019-04-30,2019,4,CE,48.0,96.0,7.0,61.088,Regular,31.5,57.0,5.0,39.375,Buena
294,2019-04-30,2019,4,NE,48.0,96.0,7.0,61.088,Regular,30.5,57.0,6.0,38.125,Buena
295,2019-04-30,2019,4,NO,48.0,125.0,1.0,61.088,Regular,34.6,58.0,5.0,43.25,Buena
296,2019-04-30,2019,4,SO,37.0,76.0,6.0,46.25,Buena,22.8,45.0,4.0,28.5,Buena
297,2019-05-01,2019,5,CE,73.0,114.0,45.0,97.118,Regular,37.8,61.0,15.0,47.25,Buena
298,2019-05-01,2019,5,NE,74.0,160.0,22.0,98.559,Regular,37.8,71.0,14.0,47.25,Buena
299,2019-05-01,2019,5,NO,61.0,112.0,22.0,79.824,Regular,33.5,60.0,11.0,41.875,Buena
300,2019-05-01,2019,5,SE,70.0,98.0,24.0,92.794,Regular,35.6,59.0,16.0,44.5,Buena
301,2019-05-01,2019,5,SO,51.0,76.0,28.0,65.41199999999999,Regular,28.7,46.0,3.0,35.875,Buena
302,2019-05-02,2019,5,CE,66.0,105.0,36.0,87.029,Regular,31.2,52.0,5.0,39.0,Buena
303,2019-05-02,2019,5,NE,76.0,153.0,14.0,101.0,Mala,34.4,65.0,12.0,43.0,Buena
304,2019-05-02,2019,5,NO,56.0,108.0,15.0,72.618,Regular,25.5,44.0,12.0,31.875,Buena
305,2019-05-02,2019,5,SE,75.0,136.0,46.0,100.0,Regular,34.1,54.0,15.0,42.625,Buena
306,2019-05-02,2019,5,SO,40.0,78.0,21.0,50.0,Buena,23.1,44.0,11.0,28.875,Buena
307,2019-05-03,2019,5,CE,45.0,94.0,11.0,56.765,Regular,24.0,44.0,7.0,30.0,Buena
308,2019-05-03,2019,5,NE,60.0,161.0,16.0,78.382,Regular,24.1,61.0,4.0,30.125,Buena
309,2019-05-03,2019,5,NO,43.0,115.0,4.0,53.882,Regular,20.0,44.0,5.0,25.0,Buena
310,2019-05-03,2019,5,SE,52.0,138.0,7.0,66.85300000000001,Regular,22.5,39.0,5.0,28.125,Buena
311,2019-05-03,2019,5,SO,26.0,58.0,7.0,32.5,Buena,14.1,33.0,3.0,17.625,Buena
312,2019-05-04,2019,5,CE,56.0,96.0,33.0,72.618,Regular,31.0,50.0,18.0,38.75,Buena
313,2019-05-04,2019,5,NE,68.0,158.0,37.0,89.912,Regular,36.7,65.0,16.0,45.875,Buena
314,2019-05-04,2019,5,NO,57.0,118.0,21.0,74.059,Regular,35.3,53.0,26.0,44.125,Buena
315,2019-05-04,2019,5,SE,67.0,124.0,35.0,88.471,Regular,38.2,56.0,24.0,47.75,Buena
316,2019-05-04,2019,5,SO,45.0,69.0,14.0,56.765,Regular,27.1,44.0,6.0,33.875,Buena
317,2019-05-05,2019,5,CE,53.0,75.0,26.0,68.294,Regular,35.4,54.0,18.0,44.25,Buena
318,2019-05-05,2019,5,NE,62.0,105.0,39.0,81.265,Regular,39.9,63.0,15.0,49.875,Buena
319,2019-05-05,2019,5,NO,58.0,106.0,17.0,75.5,Regular,36.7,59.0,12.0,45.875,Buena
320,2019-05-05,2019,5,SE,63.0,121.0,3.0,82.706,Regular,41.6,63.0,21.0,51.865,Regular
321,2019-05-05,2019,5,SO,50.0,84.0,12.0,63.971000000000004,Regular,35.6,50.0,9.0,44.5,Buena
322,2019-05-06,2019,5,CE,18.0,44.0,3.0,22.5,Buena,11.5,29.0,1.0,14.375,Buena
323,2019-05-06,2019,5,NE,26.0,76.0,2.0,32.5,Buena,11.1,30.0,1.0,13.875,Buena
324,2019-05-06,2019,5,SO,16.0,27.0,5.0,20.0,Buena,8.4,18.0,1.0,10.5,Buena
325,2019-05-07,2019,5,CE,41.0,112.0,6.0,51.0,Regular,22.8,61.0,5.0,28.5,Buena
326,2019-05-07,2019,5,NE,56.0,113.0,22.0,72.618,Regular,21.4,50.0,1.0,26.75,Buena
327,2019-05-07,2019,5,SE,39.0,78.0,17.0,48.75,Buena,21.0,39.0,5.0,26.25,Buena
328,2019-05-07,2019,5,SO,37.0,83.0,9.0,46.25,Buena,19.5,52.0,2.0,24.375,Buena
329,2019-05-08,2019,5,CE,23.0,50.0,10.0,28.75,Buena,15.5,36.0,7.0,19.375,Buena
330,2019-05-08,2019,5,NE,34.0,96.0,12.0,42.5,Buena,15.8,40.0,4.0,19.75,Buena
331,2019-05-08,2019,5,SE,19.0,30.0,4.0,23.75,Buena,11.9,23.0,2.0,14.875,Buena
332,2019-05-08,2019,5,SO,21.0,41.0,3.0,26.25,Buena,14.4,27.0,4.0,18.0,Buena
333,2019-05-09,2019,5,CE,30.0,62.0,5.0,37.5,Buena,17.1,43.0,1.0,21.375,Buena
334,2019-05-09,2019,5,NE,38.0,93.0,8.0,47.5,Buena,17.2,40.0,1.0,21.5,Buena
335,2019-05-09,2019,5,NO,37.0,95.0,2.0,46.25,Buena,25.8,51.0,4.0,32.25,Buena
336,2019-05-09,2019,5,SE,34.0,87.0,4.0,42.5,Buena,16.8,45.0,2.0,21.0,Buena
337,2019-05-09,2019,5,SO,31.0,84.0,12.0,38.75,Buena,19.4,41.0,8.0,24.25,Buena
338,2019-05-10,2019,5,CE,27.0,55.0,10.0,33.75,Buena,15.9,35.0,3.0,19.875,Buena
339,2019-05-10,2019,5,NE,33.0,84.0,8.0,41.25,Buena,14.1,46.0,1.0,17.625,Buena
340,2019-05-10,2019,5,NO,31.0,84.0,8.0,38.75,Buena,21.7,59.0,3.0,27.125,Buena
341,2019-05-10,2019,5,SE,27.0,67.0,4.0,33.75,Buena,17.1,51.0,3.0,21.375,Buena
342,2019-05-10,2019,5,SO,25.0,47.0,10.0,31.25,Buena,15.5,32.0,2.0,19.375,Buena
343,2019-05-11,2019,5,CE,40.0,77.0,6.0,50.0,Buena,23.4,43.0,9.0,29.25,Buena
344,2019-05-11,2019,5,NE,46.0,149.0,10.0,58.206,Regular,20.7,60.0,1.0,25.875,Buena
345,2019-05-11,2019,5,NO,32.0,93.0,1.0,40.0,Buena,24.3,53.0,5.0,30.375,Buena
346,2019-05-11,2019,5,SE,37.0,104.0,7.0,46.25,Buena,26.7,49.0,10.0,33.375,Buena
347,2019-05-11,2019,5,SO,25.0,75.0,1.0,31.25,Buena,16.4,47.0,4.0,20.5,Buena
348,2019-05-12,2019,5,CE,60.0,100.0,21.0,78.382,Regular,27.9,58.0,9.0,34.875,Buena
349,2019-05-12,2019,5,NE,76.0,135.0,12.0,101.0,Mala,26.8,54.0,9.0,33.5,Buena
350,2019-05-12,2019,5,NO,53.0,116.0,6.0,68.294,Regular,24.5,58.0,3.0,30.625,Buena
351,2019-05-12,2019,5,SE,63.0,135.0,7.0,82.706,Regular,31.0,60.0,7.0,38.75,Buena
352,2019-05-12,2019,5,SO,37.0,71.0,5.0,46.25,Buena,18.9,47.0,2.0,23.625,Buena
353,2019-05-14,2019,5,NE,113.0,153.0,81.0,114.13799999999999,Mala,52.6,64.0,41.0,67.718,Regular
354,2019-05-14,2019,5,NO,73.0,121.0,27.0,97.118,Regular,36.6,60.0,17.0,45.75,Buena
355,2019-05-15,2019,5,NE,93.0,161.0,56.0,107.036,Mala,54.1,70.0,39.0,69.87899999999999,Regular
356,2019-05-15,2019,5,NO,78.0,122.0,32.0,101.71,Mala,45.9,61.0,18.0,58.062,Regular
357,2019-05-16,2019,5,NO,71.0,120.0,34.0,94.235,Regular,48.3,60.0,38.0,61.521,Regular
358,2019-05-17,2019,5,CE,50.0,90.0,12.0,63.971000000000004,Regular,31.9,54.0,2.0,39.875,Buena
359,2019-05-17,2019,5,NE,57.0,117.0,24.0,74.059,Regular,34.8,67.0,10.0,43.5,Buena
360,2019-05-17,2019,5,NO,55.0,96.0,7.0,71.176,Regular,40.3,61.0,21.0,0.0,Buena
361,2019-05-17,2019,5,SE,40.0,84.0,13.0,50.0,Buena,33.3,55.0,1.0,41.625,Buena
362,2019-05-17,2019,5,SO,46.0,72.0,13.0,58.206,Regular,33.1,58.0,4.0,41.375,Buena
363,2019-05-18,2019,5,CE,46.0,78.0,8.0,58.206,Regular,26.8,54.0,4.0,33.5,Buena
364,2019-05-18,2019,5,NE,67.0,148.0,29.0,88.471,Regular,33.6,65.0,12.0,42.0,Buena
365,2019-05-18,2019,5,NO,49.0,95.0,5.0,62.528999999999996,Regular,30.6,58.0,4.0,38.25,Buena
366,2019-05-18,2019,5,SE,53.0,115.0,2.0,68.294,Regular,30.0,49.0,9.0,37.5,Buena
367,2019-05-18,2019,5,SO,38.0,66.0,8.0,47.5,Buena,25.3,56.0,4.0,31.625,Buena
368,2019-05-19,2019,5,CE,43.0,74.0,12.0,53.882,Regular,25.9,47.0,1.0,32.375,Buena
369,2019-05-19,2019,5,NE,51.0,85.0,23.0,65.41199999999999,Regular,27.1,59.0,6.0,33.875,Buena
370,2019-05-19,2019,5,NO,47.0,105.0,8.0,59.647,Regular,27.9,49.0,7.0,34.875,Buena
371,2019-05-19,2019,5,SE,49.0,105.0,17.0,62.528999999999996,Regular,27.0,48.0,6.0,33.75,Buena
372,2019-05-19,2019,5,SO,39.0,70.0,12.0,48.75,Buena,27.8,58.0,11.0,34.75,Buena
373,2019-05-20,2019,5,CE,48.0,85.0,16.0,61.088,Regular,29.2,58.0,6.0,36.5,Buena
374,2019-05-20,2019,5,NE,58.0,101.0,31.0,75.5,Regular,30.6,66.0,6.0,38.25,Buena
375,2019-05-20,2019,5,NO,55.0,121.0,19.0,71.176,Regular,30.4,51.0,8.0,38.0,Buena
376,2019-05-20,2019,5,SE,57.0,133.0,16.0,74.059,Regular,29.4,48.0,4.0,36.75,Buena
377,2019-05-20,2019,5,SO,49.0,82.0,26.0,62.528999999999996,Regular,31.7,60.0,11.0,39.625,Buena
378,2019-05-21,2019,5,CE,61.0,109.0,16.0,79.824,Regular,29.3,49.0,2.0,36.625,Buena
379,2019-05-21,2019,5,NE,68.0,141.0,16.0,89.912,Regular,32.1,52.0,10.0,40.125,Buena
380,2019-05-21,2019,5,NO,55.0,124.0,2.0,71.176,Regular,30.8,52.0,6.0,38.5,Buena
381,2019-05-21,2019,5,SE,60.0,97.0,14.0,78.382,Regular,36.5,57.0,9.0,45.625,Buena
382,2019-05-21,2019,5,SO,51.0,71.0,11.0,65.41199999999999,Regular,34.4,53.0,4.0,43.0,Buena
383,2019-05-22,2019,5,CE,46.0,98.0,17.0,58.206,Regular,27.0,47.0,12.0,33.75,Buena
384,2019-05-22,2019,5,NE,58.0,161.0,14.0,75.5,Regular,26.9,52.0,6.0,33.625,Buena
385,2019-05-22,2019,5,NO,54.0,109.0,3.0,69.735,Regular,28.6,58.0,4.0,35.75,Buena
386,2019-05-22,2019,5,SE,46.0,93.0,18.0,58.206,Regular,27.0,58.0,1.0,33.75,Buena
387,2019-05-22,2019,5,SO,36.0,58.0,15.0,45.0,Buena,20.7,40.0,3.0,25.875,Buena
388,2019-05-23,2019,5,CE,53.0,89.0,22.0,68.294,Regular,29.4,45.0,8.0,36.75,Buena
389,2019-05-23,2019,5,NE,65.0,149.0,21.0,85.588,Regular,32.1,53.0,10.0,40.125,Buena
390,2019-05-23,2019,5,NO,60.0,124.0,10.0,78.382,Regular,29.4,42.0,1.0,36.75,Buena
391,2019-05-23,2019,5,SE,60.0,135.0,2.0,78.382,Regular,33.0,58.0,3.0,41.25,Buena
392,2019-05-23,2019,5,SO,52.0,78.0,29.0,66.85300000000001,Regular,32.0,55.0,17.0,40.0,Buena
393,2019-05-24,2019,5,CE,49.0,81.0,16.0,62.528999999999996,Regular,31.8,58.0,14.0,39.75,Buena
394,2019-05-24,2019,5,NE,55.0,127.0,21.0,71.176,Regular,27.7,48.0,13.0,34.625,Buena
395,2019-05-24,2019,5,NO,53.0,121.0,9.0,68.294,Regular,32.9,60.0,2.0,41.125,Buena
396,2019-05-24,2019,5,SE,49.0,119.0,7.0,62.528999999999996,Regular,30.8,59.0,2.0,38.5,Buena
397,2019-05-24,2019,5,SO,48.0,79.0,15.0,61.088,Regular,31.4,53.0,11.0,39.25,Buena
398,2019-05-25,2019,5,CE,51.0,88.0,18.0,65.41199999999999,Regular,32.3,63.0,5.0,40.375,Buena
399,2019-05-25,2019,5,NE,54.0,103.0,20.0,69.735,Regular,26.9,63.0,2.0,33.625,Buena
400,2019-05-25,2019,5,NO,48.0,123.0,23.0,61.088,Regular,33.6,57.0,15.0,42.0,Buena
401,2019-05-25,2019,5,SE,52.0,97.0,1.0,66.85300000000001,Regular,29.6,59.0,6.0,37.0,Buena
402,2019-05-25,2019,5,SO,41.0,66.0,24.0,51.0,Regular,26.1,47.0,5.0,32.625,Buena
403,2019-05-26,2019,5,CE,37.0,66.0,21.0,46.25,Buena,22.0,47.0,7.0,27.5,Buena
404,2019-05-26,2019,5,NE,38.0,84.0,9.0,47.5,Buena,17.6,43.0,1.0,22.0,Buena
405,2019-05-26,2019,5,NO,38.0,87.0,4.0,47.5,Buena,21.4,57.0,5.0,26.75,Buena
406,2019-05-26,2019,5,SE,40.0,94.0,7.0,50.0,Buena,21.0,42.0,5.0,26.25,Buena
407,2019-05-26,2019,5,SO,31.0,48.0,17.0,38.75,Buena,16.7,30.0,1.0,20.875,Buena
408,2019-05-27,2019,5,CE,44.0,69.0,17.0,55.324,Regular,25.1,43.0,13.0,31.375,Buena
409,2019-05-27,2019,5,NE,53.0,102.0,16.0,68.294,Regular,24.2,50.0,6.0,30.25,Buena
410,2019-05-27,2019,5,NO,49.0,98.0,1.0,62.528999999999996,Regular,26.7,56.0,1.0,33.375,Buena
411,2019-05-27,2019,5,SE,47.0,97.0,18.0,59.647,Regular,22.7,45.0,2.0,28.375,Buena
412,2019-05-27,2019,5,SO,43.0,73.0,32.0,53.882,Regular,23.7,44.0,13.0,29.625,Buena
413,2019-05-28,2019,5,CE,55.0,87.0,25.0,71.176,Regular,37.0,57.0,25.0,46.25,Buena
414,2019-05-28,2019,5,NE,66.0,122.0,14.0,87.029,Regular,32.1,60.0,8.0,40.125,Buena
415,2019-05-28,2019,5,NO,58.0,103.0,14.0,75.5,Regular,31.9,61.0,9.0,39.875,Buena
416,2019-05-28,2019,5,SE,70.0,131.0,12.0,92.794,Regular,32.6,58.0,15.0,40.75,Buena
417,2019-05-28,2019,5,SO,52.0,71.0,39.0,66.85300000000001,Regular,29.6,45.0,18.0,37.0,Buena
418,2019-05-29,2019,5,CE,53.0,89.0,33.0,68.294,Regular,31.7,48.0,11.0,39.625,Buena
419,2019-05-29,2019,5,NE,67.0,158.0,17.0,88.471,Regular,30.6,59.0,9.0,38.25,Buena
420,2019-05-29,2019,5,NO,57.0,107.0,11.0,74.059,Regular,30.1,46.0,2.0,37.625,Buena
421,2019-05-29,2019,5,SE,58.0,129.0,11.0,75.5,Regular,28.4,56.0,4.0,35.5,Buena
422,2019-05-29,2019,5,SO,53.0,78.0,44.0,68.294,Regular,30.2,42.0,19.0,37.75,Buena
423,2019-05-30,2019,5,CE,53.0,97.0,21.0,68.294,Regular,29.8,60.0,9.0,37.25,Buena
424,2019-05-30,2019,5,NE,69.0,136.0,17.0,91.353,Regular,28.5,57.0,6.0,35.625,Buena
425,2019-05-30,2019,5,NO,58.0,115.0,15.0,75.5,Regular,31.2,57.0,2.0,39.0,Buena
426,2019-05-30,2019,5,SE,54.0,91.0,25.0,69.735,Regular,25.8,52.0,5.0,32.25,Buena
427,2019-05-30,2019,5,SO,48.0,70.0,27.0,61.088,Regular,26.3,38.0,14.0,32.875,Buena
428,2019-05-31,2019,5,CE,39.0,76.0,23.0,48.75,Buena,20.6,45.0,3.0,25.75,Buena
429,2019-05-31,2019,5,NE,40.0,111.0,1.0,50.0,Buena,19.4,53.0,4.0,24.25,Buena
430,2019-05-31,2019,5,NO,39.0,95.0,4.0,48.75,Buena,19.6,48.0,3.0,24.5,Buena
431,2019-05-31,2019,5,SE,43.0,136.0,8.0,53.882,Regular,23.3,52.0,9.0,29.125,Buena
432,2019-05-31,2019,5,SO,36.0,51.0,16.0,45.0,Buena,20.1,32.0,6.0,25.125,Buena
433,2020-03-01,2020,3,CE,30.0,75.0,6.0,37.5,Buena,9.2,34.0,1.0,11.5,Buena
434,2020-03-01,2020,3,NE,55.0,139.0,17.0,71.176,Regular,11.9,30.0,1.0,14.875,Buena
435,2020-03-01,2020,3,NO,39.0,117.0,1.0,48.75,Buena,15.2,31.0,4.0,19.0,Buena
436,2020-03-01,2020,3,SO,24.0,59.0,4.0,30.0,Buena,9.2,26.0,1.0,11.5,Buena
437,2020-03-02,2020,3,CE,33.0,75.0,10.0,41.25,Buena,10.3,26.0,1.0,12.875,Buena
438,2020-03-02,2020,3,NE,43.0,134.0,5.0,53.882,Regular,12.5,40.0,2.0,15.625,Buena
439,2020-03-02,2020,3,NO,34.0,100.0,3.0,42.5,Buena,11.6,27.0,2.0,14.5,Buena
440,2020-03-02,2020,3,SE,36.0,133.0,11.0,45.0,Buena,10.7,40.0,3.0,13.375,Buena
441,2020-03-02,2020,3,SO,18.0,40.0,4.0,22.5,Buena,7.6,27.0,1.0,9.5,Buena
442,2020-03-03,2020,3,CE,38.0,103.0,19.0,47.5,Buena,14.7,44.0,3.0,18.375,Buena
443,2020-03-03,2020,3,NE,48.0,109.0,18.0,61.088,Regular,17.2,42.0,1.0,21.5,Buena
444,2020-03-03,2020,3,NO,44.0,120.0,6.0,55.324,Regular,16.7,32.0,3.0,20.875,Buena
445,2020-03-03,2020,3,SE,41.0,101.0,16.0,51.0,Regular,14.8,30.0,5.0,18.5,Buena
446,2020-03-03,2020,3,SO,26.0,87.0,9.0,32.5,Buena,11.3,30.0,1.0,14.125,Buena
447,2020-03-04,2020,3,CE,36.0,87.0,4.0,45.0,Buena,20.9,37.0,5.0,26.125,Buena
448,2020-03-04,2020,3,NE,42.0,106.0,7.0,52.441,Regular,23.1,51.0,7.0,28.875,Buena
449,2020-03-04,2020,3,NO,39.0,114.0,2.0,48.75,Buena,21.1,37.0,3.0,26.375,Buena
450,2020-03-04,2020,3,SE,43.0,121.0,7.0,53.882,Regular,22.6,45.0,1.0,28.25,Buena
451,2020-03-04,2020,3,SO,30.0,85.0,6.0,37.5,Buena,18.0,39.0,3.0,22.5,Buena
452,2020-03-05,2020,3,CE,29.0,68.0,8.0,36.25,Buena,17.1,30.0,1.0,21.375,Buena
453,2020-03-05,2020,3,NE,37.0,88.0,4.0,46.25,Buena,17.2,54.0,1.0,21.5,Buena
454,2020-03-05,2020,3,NO,28.0,123.0,2.0,35.0,Buena,15.0,41.0,1.0,18.75,Buena
455,2020-03-05,2020,3,SE,34.0,75.0,14.0,42.5,Buena,18.0,43.0,4.0,22.5,Buena
456,2020-03-05,2020,3,SO,24.0,75.0,7.0,30.0,Buena,14.9,39.0,2.0,18.625,Buena
457,2020-03-06,2020,3,CE,18.0,49.0,1.0,22.5,Buena,11.7,28.0,1.0,14.625,Buena
458,2020-03-06,2020,3,NE,22.0,58.0,1.0,27.5,Buena,6.7,29.0,1.0,8.375,Buena
459,2020-03-06,2020,3,NO,17.0,51.0,1.0,21.25,Buena,10.2,28.0,1.0,12.75,Buena
460,2020-03-06,2020,3,SE,16.0,26.0,10.0,20.0,Buena,6.0,13.0,1.0,7.5,Buena
461,2020-03-06,2020,3,SO,16.0,65.0,3.0,20.0,Buena,7.4,18.0,1.0,9.25,Buena
462,2020-03-07,2020,3,CE,29.0,62.0,11.0,36.25,Buena,13.4,39.0,1.0,16.75,Buena
463,2020-03-07,2020,3,NE,43.0,94.0,9.0,53.882,Regular,15.7,40.0,2.0,19.625,Buena
464,2020-03-07,2020,3,NO,39.0,95.0,6.0,48.75,Buena,16.9,46.0,1.0,21.125,Buena
465,2020-03-07,2020,3,SO,29.0,62.0,14.0,36.25,Buena,12.8,26.0,5.0,16.0,Buena
466,2020-03-08,2020,3,CE,23.0,49.0,5.0,28.75,Buena,18.0,36.0,3.0,22.5,Buena
467,2020-03-08,2020,3,NE,29.0,93.0,4.0,36.25,Buena,15.4,37.0,3.0,19.25,Buena
468,2020-03-08,2020,3,SO,19.0,39.0,2.0,23.75,Buena,14.5,32.0,1.0,18.125,Buena
469,2020-03-09,2020,3,CE,31.0,60.0,15.0,38.75,Buena,16.8,33.0,6.0,21.0,Buena
470,2020-03-09,2020,3,NE,36.0,116.0,11.0,45.0,Buena,15.1,40.0,1.0,18.875,Buena
471,2020-03-09,2020,3,NO,35.0,109.0,5.0,43.75,Buena,16.7,29.0,2.0,20.875,Buena
472,2020-03-09,2020,3,SO,24.0,47.0,11.0,30.0,Buena,12.8,27.0,2.0,16.0,Buena
473,2020-03-10,2020,3,CE,25.0,53.0,6.0,31.25,Buena,13.2,30.0,2.0,16.5,Buena
474,2020-03-10,2020,3,NE,28.0,122.0,4.0,35.0,Buena,9.0,18.0,1.0,11.25,Buena
475,2020-03-10,2020,3,NO,26.0,63.0,1.0,32.5,Buena,14.7,32.0,1.0,18.375,Buena
476,2020-03-10,2020,3,SE,26.0,42.0,13.0,32.5,Buena,11.2,24.0,1.0,14.0,Buena
477,2020-03-10,2020,3,SO,24.0,55.0,3.0,30.0,Buena,12.3,35.0,1.0,15.375,Buena
478,2020-03-11,2020,3,CE,28.0,95.0,4.0,35.0,Buena,11.1,29.0,1.0,13.875,Buena
479,2020-03-11,2020,3,NE,35.0,123.0,6.0,43.75,Buena,8.6,20.0,1.0,10.75,Buena
480,2020-03-11,2020,3,NO,25.0,67.0,1.0,31.25,Buena,12.0,23.0,6.0,15.0,Buena
481,2020-03-11,2020,3,SE,31.0,71.0,4.0,38.75,Buena,11.4,27.0,1.0,14.25,Buena
482,2020-03-11,2020,3,SO,22.0,52.0,2.0,27.5,Buena,11.2,41.0,1.0,14.0,Buena
483,2020-03-13,2020,3,CE,43.0,67.0,22.0,53.882,Regular,17.9,32.0,8.0,22.375,Buena
484,2020-03-13,2020,3,NE,61.0,125.0,29.0,79.824,Regular,20.2,35.0,2.0,25.25,Buena
485,2020-03-13,2020,3,NO,51.0,116.0,8.0,65.41199999999999,Regular,15.7,38.0,3.0,19.625,Buena
486,2020-03-13,2020,3,SE,58.0,98.0,35.0,75.5,Regular,21.2,41.0,7.0,26.5,Buena
487,2020-03-13,2020,3,SO,38.0,71.0,16.0,47.5,Buena,17.2,44.0,7.0,21.5,Buena
488,2020-03-14,2020,3,CE,37.0,84.0,17.0,46.25,Buena,17.2,29.0,9.0,21.5,Buena
489,2020-03-14,2020,3,NE,60.0,112.0,20.0,78.382,Regular,21.5,52.0,7.0,26.875,Buena
490,2020-03-14,2020,3,NO,43.0,111.0,2.0,53.882,Regular,18.9,48.0,2.0,23.625,Buena
491,2020-03-14,2020,3,SE,55.0,116.0,25.0,71.176,Regular,21.8,43.0,7.0,27.25,Buena
492,2020-03-14,2020,3,SO,34.0,80.0,9.0,42.5,Buena,17.7,41.0,3.0,22.125,Buena
493,2020-03-15,2020,3,CE,33.0,65.0,17.0,41.25,Buena,17.7,35.0,4.0,22.125,Buena
494,2020-03-15,2020,3,NE,41.0,100.0,10.0,51.0,Regular,20.2,50.0,1.0,25.25,Buena
495,2020-03-15,2020,3,NO,41.0,105.0,1.0,51.0,Regular,21.9,51.0,3.0,27.375,Buena
496,2020-03-15,2020,3,SE,48.0,122.0,14.0,61.088,Regular,21.6,41.0,10.0,27.0,Buena
497,2020-03-15,2020,3,SO,32.0,76.0,8.0,40.0,Buena,16.2,33.0,1.0,20.25,Buena
498,2020-03-16,2020,3,CE,32.0,85.0,11.0,40.0,Buena,17.2,41.0,7.0,21.5,Buena
499,2020-03-16,2020,3,NE,36.0,94.0,10.0,45.0,Buena,17.8,49.0,2.0,22.25,Buena
500,2020-03-16,2020,3,NO,39.0,122.0,7.0,48.75,Buena,21.0,48.0,5.0,26.25,Buena
501,2020-03-16,2020,3,SE,41.0,140.0,11.0,51.0,Regular,18.3,39.0,4.0,22.875,Buena
502,2020-03-16,2020,3,SO,31.0,67.0,13.0,38.75,Buena,16.0,32.0,7.0,20.0,Buena
503,2020-03-17,2020,3,CE,34.0,60.0,16.0,42.5,Buena,20.7,28.0,11.0,25.875,Buena
504,2020-03-17,2020,3,NE,38.0,111.0,11.0,47.5,Buena,19.0,42.0,5.0,23.75,Buena
505,2020-03-17,2020,3,NO,40.0,116.0,1.0,50.0,Buena,19.9,43.0,1.0,24.875,Buena
506,2020-03-17,2020,3,SE,46.0,96.0,7.0,58.206,Regular,22.2,45.0,5.0,27.75,Buena
507,2020-03-17,2020,3,SO,29.0,67.0,8.0,36.25,Buena,17.1,39.0,4.0,21.375,Buena
508,2020-03-18,2020,3,CE,41.0,73.0,19.0,51.0,Regular,24.8,43.0,12.0,31.0,Buena
509,2020-03-18,2020,3,NE,51.0,118.0,15.0,65.41199999999999,Regular,23.9,52.0,6.0,29.875,Buena
510,2020-03-18,2020,3,NO,50.0,112.0,12.0,63.971000000000004,Regular,24.3,52.0,1.0,30.375,Buena
511,2020-03-18,2020,3,SE,54.0,119.0,23.0,69.735,Regular,26.5,47.0,9.0,33.125,Buena
512,2020-03-18,2020,3,SO,38.0,83.0,17.0,47.5,Buena,22.3,43.0,7.0,27.875,Buena
513,2020-03-19,2020,3,CE,38.0,62.0,8.0,47.5,Buena,21.5,31.0,10.0,26.875,Buena
514,2020-03-19,2020,3,NE,47.0,122.0,16.0,59.647,Regular,22.4,44.0,2.0,28.0,Buena
515,2020-03-19,2020,3,NO,41.0,106.0,3.0,51.0,Regular,20.4,45.0,2.0,25.5,Buena
516,2020-03-19,2020,3,SE,52.0,87.0,20.0,66.85300000000001,Regular,26.2,48.0,7.0,32.75,Buena
517,2020-03-19,2020,3,SO,29.0,74.0,5.0,36.25,Buena,16.3,50.0,3.0,20.375,Buena
518,2020-03-20,2020,3,CE,40.0,74.0,12.0,50.0,Buena,22.9,45.0,10.0,28.625,Buena
519,2020-03-20,2020,3,NE,48.0,95.0,7.0,61.088,Regular,23.2,47.0,9.0,29.0,Buena
520,2020-03-20,2020,3,NO,43.0,105.0,5.0,53.882,Regular,19.2,41.0,1.0,24.0,Buena
521,2020-03-20,2020,3,SE,51.0,133.0,12.0,65.41199999999999,Regular,24.6,56.0,3.0,30.75,Buena
522,2020-03-20,2020,3,SO,33.0,76.0,5.0,41.25,Buena,15.8,38.0,2.0,19.75,Buena
523,2020-03-21,2020,3,CE,36.0,72.0,24.0,45.0,Buena,23.6,32.0,16.0,29.5,Buena
524,2020-03-21,2020,3,NE,38.0,111.0,2.0,47.5,Buena,20.9,43.0,1.0,26.125,Buena
525,2020-03-21,2020,3,NO,42.0,108.0,14.0,52.441,Regular,23.0,50.0,3.0,28.75,Buena
526,2020-03-21,2020,3,SE,48.0,117.0,25.0,61.088,Regular,27.9,50.0,8.0,34.875,Buena
527,2020-03-21,2020,3,SO,36.0,87.0,15.0,45.0,Buena,22.9,38.0,14.0,28.625,Buena
528,2020-03-22,2020,3,CE,32.0,59.0,16.0,40.0,Buena,18.5,40.0,3.0,23.125,Buena
529,2020-03-22,2020,3,NE,41.0,106.0,3.0,51.0,Regular,18.0,38.0,2.0,22.5,Buena
530,2020-03-22,2020,3,NO,35.0,68.0,2.0,43.75,Buena,20.5,37.0,3.0,25.625,Buena
531,2020-03-22,2020,3,SE,42.0,101.0,6.0,52.441,Regular,19.2,38.0,2.0,24.0,Buena
532,2020-03-22,2020,3,SO,31.0,52.0,15.0,38.75,Buena,17.0,42.0,3.0,21.25,Buena
533,2020-03-23,2020,3,CE,39.0,75.0,18.0,48.75,Buena,19.2,27.0,10.0,24.0,Buena
534,2020-03-23,2020,3,NE,53.0,115.0,11.0,68.294,Regular,19.2,38.0,3.0,24.0,Buena
